Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
DRMMF,DREAM INTL LTD ORD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
HPCRF,HOME PRODS CNTR PCL FGN,Pink Current,0.425000,2.650800,250,Foreign Ordinary Shares,,
TSSZF,TESSI ORD,Pink Current,101.250000,0.000000,0,Foreign Ordinary Shares,,
BYCBF,BARRY CALLEBAUT AG,Pink Current,1720.000000,0.000000,0,Foreign Ordinary Shares,,
ORPEF,ORPEA ACT,Pink Current,114.802500,100.971300,0,Foreign Ordinary Shares,,
AMLLF,AEON MALL CO,Pink Current,13.880000,0.000000,0,Foreign Ordinary Shares,,
RINIF,RINNAI CORP,Pink Current,74.100000,763.599900,0,Foreign Ordinary Shares,,
TAPCF,TAI PING CARPETS INTL,Pink Current,0.172000,0.000000,0,Foreign Ordinary Shares,,
BLMIF,BANK LEUMI LE ISRAEL,Pink Current,5.700000,87.021000,0,Foreign Ordinary Shares,,
FKRAF,FISKARS OY AKT A,Pink Current,21.300000,302.739100,0,Foreign Ordinary Shares,,
KKWFF,KONINKLIJKE BOS WEST ORD,Pink Current,27.530000,270.825000,0,Foreign Ordinary Shares,,
BGAIF,BIO GAIA BIOLOGICS AB,Pink Current,35.800000,345.622100,0,Foreign Ordinary Shares,,
GNHAF,VIFOR PHARMA AG,Pink Current,123.986130,0.000000,0,Foreign Ordinary Shares,,
SEOTF,SEINO HOLDINGS CO LTD ORD,Pink Current,13.760000,0.000000,0,Foreign Ordinary Shares,,
PBLOF,PUBLIC BANK LTD LOCAL,Pink Current,6.050000,0.000000,0,Foreign Ordinary Shares,,
ORWHF,ORIENTAL WATCH HOLDINGS,Pink Current,0.280000,0.000000,0,Foreign Ordinary Shares,,
RPSGF,RPS GROUP PLC,Pink Current,1.870000,0.000000,0,Foreign Ordinary Shares,,
CTYYF,CITYCON OYJ ORD,Pink Current,4.536100,900.000000,0,Foreign Ordinary Shares,,
NNDNF,NIDEC CORP ORD,Pink Current,118.440000,200.060500,0,Foreign Ordinary Shares,,
NCTKF,NABTESCO CORP ORD,Pink Current,26.000000,0.000000,0,Foreign Ordinary Shares,,
SDGCF,SUNDRUG CO LTD ORD,Pink Current,27.080000,248.950500,0,Foreign Ordinary Shares,,
HTSUF,HISAMITSU PHARM CO LTD,Pink Current,50.750000,369.863000,0,Foreign Ordinary Shares,,
CMSYF,COMSYS HOLDINGS CORP ORD,Pink Current,26.250000,0.000000,0,Foreign Ordinary Shares,,
SRMGF,SPAREBANK 1 SMN PRIM CAP,Pink Current,11.250000,0.000000,0,Foreign Ordinary Shares,,
AEPLF,ANGLO ESTRN PLNTION ORD,Pink Current,7.067900,0.000000,0,Foreign Ordinary Shares,,
KMAAF,KOMAX HLDG AG DIERIKON,Pink Current,248.000000,0.000000,0,Foreign Ordinary Shares,,
FBIHF,FOREBASE INTL HLDGS LTD,Pink Current,0.048000,0.000000,0,Foreign Ordinary Shares,,
PHDVF,PRINCE HOUSING DEV CORP,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
DAXXF,ISHARES DAX DE ORD,Pink Current,109.380000,74.523800,0,ETFs,,
CVNZF,COMVITA NEW ZEALAND LTD,Pink Current,3.970000,0.000000,0,Foreign Ordinary Shares,,
AKAAF,AKER ASA A SHS,Pink Current,40.400000,0.000000,0,Foreign Ordinary Shares,,
NHCZF,NIHON CHOUZAI CO LTD ORD,Pink Current,32.050000,0.000000,0,Foreign Ordinary Shares,,
CHVKF,CHINA VANKE CO LTD. ORD,Pink Current,4.110000,30.704900,0,Foreign Ordinary Shares,,
CHVKY,CHINA VANKE UNSP/ADR,Pink Current,1.650000,0.000000,0,ADRs,,
UCLQF,ULTRATECH CEMENT S/GDR,Pink Current,49.500000,0.000000,0,New York Registry Shs,,
UCLQY,ULTRATECH CEMENT GDR 144A,Pink Current,0.000000,,0,New York Registry Shs,,
AGYTF,ALLERGY THERAPEUTICS PLC,Pink Current,0.170000,0.000000,0,Foreign Ordinary Shares,,
ABGSF,ABG SUNDAL COLLIER ASA,Pink Current,0.460000,0.000000,0,Foreign Ordinary Shares,,
AIABF,AIRASIA BHD ORD,Pink Current,0.660000,0.000000,0,Foreign Ordinary Shares,,
SEIGF,SEMPERIT AG HOLDING ORD,Pink Current,15.000000,0.000000,0,Foreign Ordinary Shares,,
FPHHF,FIRST PHILIPPINE HLDGS CP,Pink Current,1.480000,10.438100,1070,Foreign Ordinary Shares,,
MAOTF,MAROC TELECOM ITISSALAT,Pink Current,14.800000,0.000000,0,Foreign Ordinary Shares,,
DLELY,DELTA ELECTRONICS 144A,Pink Current,0.000000,,0,New York Registry Shs,,
MXGBF,MOLSON COORS CDA INC B,Pink Current,65.290000,42.721500,0,Foreign Ordinary Shares,,
PBCBF,PUBLICIS SA,Pink Current,28.050000,0.000000,0,Foreign Ordinary Shares,,
DUERF,DUERR A G,Pink Current,40.000000,554.841800,0,Foreign Ordinary Shares,,
LOQPF,ACCESSO TECHNOLOGY GRP,Pink Current,12.250000,0.000000,0,Foreign Ordinary Shares,,
FCODF,FINANCIERE DE L'ODET,Pink Current,945.272300,16.622700,7,Foreign Ordinary Shares,,
VLXGF,VOLEX GROUP PLC ORD,Pink Current,1.010000,0.000000,0,Foreign Ordinary Shares,,
FLRAF,ESSENTRA PLC ORD,Pink Current,4.900000,0.000000,0,Foreign Ordinary Shares,,
BMBRF,BIM BIRLESIK MAGAZALAR AS,Pink Current,13.800000,0.000000,0,Foreign Ordinary Shares,,
NNOCF,NANOCO GROUP PLC ORD,Pink Current,0.600000,254.689800,0,Foreign Ordinary Shares,,
PETFF,PTT PUBLIC CO LTD NEW,Pink Current,1.550000,415.384600,0,Foreign Ordinary Shares,,
VEGPF,VECTURA GROUP PLC ORD,Pink Current,1.021700,0.001500,0,Foreign Ordinary Shares,,
NPEGF,NIPPON ELECTRIC GLASS CO,Pink Current,27.200000,0.000000,0,Foreign Ordinary Shares,,
APDSF,AUTOPISTAS DEL SOL SA D,Pink Current,3.900000,0.000000,0,Foreign Ordinary Shares,,
TKURF,TOKYU REIT INC,Pink Current,1480.000000,0.000000,0,Foreign Ordinary Shares,,
KDSKF,KONINKLIJKE DSM NV,Pink Current,109.734000,57.135900,353,Foreign Ordinary Shares,,
AGXKF,ANGLO ASIAN MNG PLC ORD,Pink Current,1.180000,0.000000,0,Foreign Ordinary Shares,,
NPCPF,NIPPON PAINT HLDGS CO LTD,Pink Current,38.940000,748.129700,0,Foreign Ordinary Shares,,
ICTEF,INTL CNTAINR TERMNL SVCS,Pink Current,2.310000,141.406200,0,Foreign Ordinary Shares,,
SZDEF,DONGJIANG ENVIRNMNTL H,Pink Current,1.120000,0.000000,0,Foreign Ordinary Shares,,
IPSBF,IMPULSORA DEL DESARROLLO,Pink Current,1.600000,0.000000,0,Foreign Ordinary Shares,,
KGAUF,KONGSBERG AUTOMOTIVE ASA,Pink Current,0.940000,119.803100,0,Foreign Ordinary Shares,,
GSEFF,FONCIERE DES REGIONS MET,Pink Current,105.300000,57.120000,0,Foreign Ordinary Shares,,
TYHOF,TOYOTA TSUSHO CORP ORD,Pink Current,32.850000,161.085000,0,Foreign Ordinary Shares,,
GMOYF,GMO INTERNET INC ORD,Pink Current,16.160000,14.751400,0,Foreign Ordinary Shares,,
LNTEF,LINTEC CORP ORD,Pink Current,22.500000,0.409100,0,Foreign Ordinary Shares,,
AIBEF,AIR BERLIN PLC ORD,Pink Current,0.022000,0.000000,0,Foreign Ordinary Shares,,
NWARF,NORWEGIAN AIR SHUTTLE ASA,Pink Current,5.147500,292.574100,11902,Foreign Ordinary Shares,,
BGSWF,BERGESEN WRLDE OFFSHORE,Pink Current,3.550000,0.000000,0,Foreign Ordinary Shares,,
GLVNF,GALLANT VENTURE LTD ORD,Pink Current,0.080000,7.526100,0,Foreign Ordinary Shares,,
OJSCY,OJSC OC ROSNEFT S/GDR,Pink Current,3.800000,71.633700,0,New York Registry Shs,,
ALRHF,ALLREAL HOLDING AG,Pink Current,133.800000,0.000000,0,Foreign Ordinary Shares,,
PMCUF,PRO MEDICUS LTD ORD,Pink Current,10.680000,148.897000,3225,Foreign Ordinary Shares,,
TNISF,TECNICAS REUNIDAS SA ORD,Pink Current,25.820000,0.000000,0,Foreign Ordinary Shares,,
SOVTF,SONAECOM SGPS SA REG SHS,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
LJUIF,SSY GROUP LTD,Pink Current,0.930000,0.000000,0,Foreign Ordinary Shares,,
TWNAF,TAWANA RESOURCES NL ORD,Pink Current,0.350000,0.000000,0,Foreign Ordinary Shares,,
YUGVF,YOUGOV PLC ORD,Pink Current,3.762500,0.000000,0,Foreign Ordinary Shares,,
GPTGF,GPT GROUP STAPLED SEC,Pink Current,4.189500,118.885700,0,Foreign Ordinary Shares,,
AITVF,ASIAN TV NETWORK INTL LTD,Pink Current,0.094400,0.000000,0,Foreign Ordinary Shares,,
KREVF,KEPPEL REIT UNIT REIT,Pink Current,0.935000,10.468800,0,Fund,,
YFGSF,YAMAGUCHI FINCL GRP INC,Pink Current,11.440000,868.816200,0,Foreign Ordinary Shares,,
EDEYF,EDEN ENERGY LTD ORD,Pink Current,0.034480,0.000000,0,Foreign Ordinary Shares,,
KMNCF,KINGSMEN CREATIVES ORD,Pink Current,0.360000,105.867700,0,Foreign Ordinary Shares,,
NMEHF,NOMURA RL EST HLDGS INC,Pink Current,19.800000,0.000000,0,Foreign Ordinary Shares,,
MYBUF,MEYER BURGER TECH AG,Pink Current,0.650000,65.436300,0,Other Security Type,,
REZIF,RADISSON HOSPITIALITY AB,Pink Current,4.490000,0.000000,0,Foreign Ordinary Shares,,
SLVFF,SILVERLAKE AXIS LTD ORD,Pink Current,0.390000,900.000000,0,Foreign Ordinary Shares,,
TULLF,TP ICAP PLC ORD,Pink Current,4.197000,243.836400,0,Foreign Ordinary Shares,,
YUMSF,YUME NO MACHI SOUZOU LNK,Pink Current,14.760000,46.312200,825,Foreign Ordinary Shares,,
MGJNF,MAGNIT JSC ORD,Pink Current,114.000000,0.000000,0,Foreign Ordinary Shares,,
AMMCF,AMUR MINERALS CORP ORD,Pink Current,0.039500,0.000000,0,Foreign Ordinary Shares,,
CMCLF,CHINA MOLYBDENUM CO H SHS,Pink Current,0.420000,66.269800,8750,Foreign Ordinary Shares,,
LSIIF,LISI ORD,Pink Current,36.270000,0.000000,0,Foreign Ordinary Shares,,
VZHGF,VZ HOLDING AG NAMEN AKT,Pink Current,337.461800,0.000000,0,Foreign Ordinary Shares,,
TDGDF,TRANSPORTADORA DE GAS D/N,Pink Current,2.380000,0.000000,0,Foreign Ordinary Shares,,
DSRLF,DIASORIN S.R.L.,Pink Current,100.100000,84.342700,178,Foreign Ordinary Shares,,
STVVY,CHINA DIGITAL TV HLDG ADR,Pink Current,0.030000,122.350100,31193,ADRs,,
CYUNF,CHINA HUIYUAN JUICE ORD,Pink Current,0.280000,0.000000,0,Foreign Ordinary Shares,,
UBLXF,U-BLOX HLDG AG NAMEN AKT,Pink Current,84.800000,0.000000,0,Foreign Ordinary Shares,,
NZSTF,NZX ORD,Pink Current,0.660000,182.010800,2635,Foreign Ordinary Shares,,
GMDMF,GEM DIAMONDS LTD ORD,Pink Current,1.350000,0.000000,0,Foreign Ordinary Shares,,
MARZF,MARSTON'S PLC ORD,Pink Current,1.335000,56.075700,20872,Foreign Ordinary Shares,,
LOIMF,LOOMIS AB B,Pink Current,35.220000,5.956900,0,Foreign Ordinary Shares,,
LTTZF,LOTTE CONFECTIONERY PREF,Pink Current,0.000000,0.000000,0,Preferred Stock,,
ARRJF,ARJO AB,Pink Current,3.500000,520.091100,0,Foreign Ordinary Shares,,
CNNWF,CINEWORLD GROUP PLC ORD,Pink Current,3.520000,0.000000,0,Foreign Ordinary Shares,,
ABGLF,ACACIA MINING PLC,Pink Current,2.300000,0.000000,0,Foreign Ordinary Shares,,
MINXF,MERCANTILE INVST TR NEW,Pink Current,2.600000,0.000000,0,Foreign Ordinary Shares,,
MXDHF,MDXHEALTH SA,Pink Current,1.400000,5.310300,0,Foreign Ordinary Shares,,
EDRVF,EDP RENOVAIS SA ORD,Pink Current,9.720000,33.891200,0,Foreign Ordinary Shares,,
LNSPF,LONDON & STAMFORD PPT ORD,Pink Current,2.350000,0.000000,0,Foreign Ordinary Shares,,
NFYEF,NFI GROUP INC,Pink Current,24.810000,157.383600,484,Foreign Ordinary Shares,,
SHPHF,SIHUAN PHARM HOLDINGS GP,Pink Current,0.255000,832.752200,0,Foreign Ordinary Shares,,
GZTGF,GAZIT-GLOBE LTD ORD,Pink Current,7.860000,472.973500,309,Foreign Ordinary Shares,,
EUITF,EUROPEAN INVESTMENT TR,Pink Current,11.900000,0.000000,0,Foreign Ordinary Shares,,
HYPLF,HYUNDAI MOBIS CO LTD ORD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
LARRF,LAIRD GROUP PLC ORD,Pink Current,2.580000,0.000000,0,Foreign Ordinary Shares,,
TAIPY,TAISHO PHARMA HLD UNS/ADR,Pink Current,23.810000,104.423200,346,ADRs,,
SNCVF,RASSINI SAB DE CV ORD B,Pink Current,4.145100,0.000000,0,Foreign Ordinary Shares,,
CYWDF,COUNTRYWIDE PLC ORD,Pink Current,0.148700,0.000000,0,Foreign Ordinary Shares,,
TILCF,TILL CAP LTD RESTR VTG SH,Pink Current,1.614700,29.604400,10,Foreign Ordinary Shares,,
CSTNL,ISHARES VII PLC CORE S&P,Pink Current,278.440000,48.061900,700,ETFs,,
BBAAY,ALIBABA GRP S/ADR 144A,Pink Current,0.000000,,0,ADRs,,
CLDCF,CHINA LENDING CORP WTS,Pink Current,0.004000,55.481800,0,Warrants,,
PSHZF,PERSHING SQ HLD LTD REG S,Pink Current,17.315000,31.862100,30850,Foreign Ordinary Shares,,
ALLWF,ALLIED MINDS LTD,Pink Current,0.730000,42.865600,0,Foreign Ordinary Shares,,
CBAOF,CIBANCO SA CTF BUR SER 13,Pink Current,1.526200,64.135400,24340,Foreign Ordinary Shares,,
PTCHF,PURETECH HEALTH PLC ORD,Pink Current,2.170000,14.233800,1705,Foreign Ordinary Shares,,
MDBPF,MEDIBANK PRIVATE LTD,Pink Current,1.900000,17.369900,0,Common Stock,,
CHHQY,CHINA HONGQIAO GRP U/ADR,Pink Current,0.000000,,0,ADRs,,
CMYYY,CHINA MACH ENG CORP ADR,Pink Current,10.500000,22.166700,0,ADRs,,
BRQSW,BORQS TECH INC WTS,Pink Current,0.070000,28.640900,0,Warrants,,
ISHFF,ISHARES IV PLC ETF USD,Pink Current,100.700000,30.903500,0,ETFs,,
IHSRF,ISHARES VI S&P 500 ETF,Pink Current,53.560000,9.047500,0,ETFs,,
BDDDY,BID CORP LTD SP/ADR,Pink Current,0.000000,900.000000,0,ADRs,,
RHNMF,RHINOMED LTD ORD NEW,Pink Current,0.110000,0.000000,0,Foreign Ordinary Shares,,
EPCFF,EMPIRIC STUDENT PROPERTY,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
MEIUF,MEITU INC,Pink Current,0.500000,0.000000,0,Foreign Ordinary Shares,,
MTGGY,METRO AG UNSP/ADR,Pink Current,8.290000,0.000000,0,ADRs,,
SNCHY,SUNAC CHINA HLD LTD U/ADR,Pink Current,0.000000,,0,ADRs,,
PHPPY,SIGNIFY NV UNSP/ADR,Pink Current,13.620000,17.590300,72,ADRs,,
JCQQF,J2 ACQ LTD WTS 9/7/27,Pink Current,0.500000,0.000000,0,Foreign Ordinary Shares,,
RAZFF,RAZER INC ORD,Pink Current,0.220000,11.367800,95097,Foreign Ordinary Shares,,
RZZRY,RAZER INC ADR,Pink Current,4.240000,237.572200,210,ADRs,,
CHLLF,CHINA LITERATURE LTD,Pink Current,4.750000,602.604200,1000,Foreign Ordinary Shares,,
RUEXF,RUENTEX DEVELOPMENT CO LT,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
CTHCF,CATHAY CONSTUCTION CO LTD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
MDTWF,MEDITERRANEAN TOWERS LTD,Pink Current,1.684600,0.000000,0,Foreign Ordinary Shares,,
PHMZF,PROTECH HOME MED CORP,Pink Current,0.693000,226.941200,19550,Foreign Ordinary Shares,,
LDSSF,LANDSCAPE ACQ HLDGS,Pink Current,9.154600,0.000000,0,Foreign Ordinary Shares,,
LSSDF,LANDSCAPE ACQ HLDGS WTS,Pink Current,0.600000,0.000000,0,Warrants,,
PYYRF,POYRY OYJ,Pink Current,8.620000,0.000000,0,Foreign Ordinary Shares,,
FTZZF,FERTOZ LTD,Pink Current,0.140100,0.000000,0,Foreign Ordinary Shares,,
PBYYF,PUBLITY AG,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
BKJZY,BANK JINZHOU CO LTD U/ADR,Pink Current,0.000000,,0,ADRs,,
LLXXF,MULTI UNITS LUXEMBOURG,Pink Current,120.000000,42.105300,0,Foreign Ordinary Shares,,
BXXY,BOXXY INC,Pink Current,3.000000,0.000000,0,Common Stock,,
RMMRF,RMR SCIENCE TECH INC,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
SPBBF,SPEAKEASY CANNABIS CLUB,Pink Current,0.904000,106.361400,34477,Foreign Ordinary Shares,,
BKKCF,BLOCKCHAIN TECH ETF CL A,Pink Current,5.156500,0.000000,0,ETFs,,
TKAYF,TAKEAWAY.COM NV,Pink Current,67.500000,0.000000,0,Foreign Ordinary Shares,,
NDDLF,NEDERLANDSCHE APPARATEN,Pink Current,51.398500,0.000000,0,Foreign Ordinary Shares,,
DLVHF,DELIVERY HERO AG NA,Pink Current,36.240000,98.307600,1307,Foreign Ordinary Shares,,
ALLPF,AROCELL AB UPPSALA,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
EVVLF,EVOLVE MARIJUANA ETF UNIT,Pink Current,21.000000,234.421900,115,Units,,
RTTGF,RTG MNG INC ORD,Pink Current,0.106100,0.000000,0,Foreign Ordinary Shares,,
RGGGF,RIGHTCROWD LTD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
STKMF,SOTKAMO SILVER AB ORD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
UMSSF,UMS HOLDINGS LTD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
AUUMF,AUMANN AG ORD,Pink Current,29.950000,1.058900,0,Foreign Ordinary Shares,,
SSLLF,SILTRONIC AG ORD,Pink Current,87.356800,128.962200,1400,Foreign Ordinary Shares,,
BSFFF,BASIC-FIT N V ORD,Pink Current,36.000000,0.000000,0,Foreign Ordinary Shares,,
OPPPF,OPEN HSE CO LTD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
AANNF,AROUNDTOWN SA ORD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
PRRCF,PROCREDIT HOLDING AG,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SCNFF,SCANFIL OYJ ORD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
BNHUF,BONHEUR ASA,Pink Current,14.300000,0.000000,0,Foreign Ordinary Shares,,
HMMLF,HIM INTL MUSIC INC,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
PFFEF,POOL SAFE INC,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
BDRLF,BORR DRILLING LTD,Pink Current,3.020000,191.084900,10000,Foreign Ordinary Shares,,
AFTTF,AFRITIN MNG LTD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
SMMNY,SIEMENS HEALTHINEERS ADR,Pink Current,20.820000,481.199000,15318,ADRs,,
STBBF,STRABAG SE VILLACH,Pink Current,37.089000,0.000000,0,Foreign Ordinary Shares,,
MMDDF,MIRRIAD ADVERTISING LTD,Pink Current,0.458500,0.000000,0,Foreign Ordinary Shares,,
MZTFF,MIZRAHI TEFAHOT BANK LTD,Pink Current,17.773400,0.000000,0,Foreign Ordinary Shares,,
RGGLF,REGIONAL REIT LTD,Pink Current,1.284580,0.000000,0,Foreign Ordinary Shares,,
TGGLF,TEGEL GROUP HOLDINGS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
GPPRF,CERRO DE PASCO RES INC,Pink Current,0.228700,20.000000,0,Foreign Ordinary Shares,,
GYYMF,GYM GRP PLC ORD GBPO.0001,Pink Current,2.646700,0.000000,0,Foreign Ordinary Shares,,
NCNNF,48NORTH CANNABIS CORP ORD,Pink Current,1.040000,128.205000,67010,Foreign Ordinary Shares,,
KTPPF,KATIPULT TECH CORP ORD,Pink Current,0.150000,46.347800,10007,Foreign Ordinary Shares,,
PLLWF,POLAREAN IMAGING LTD,Pink Current,0.230000,0.000000,0,Foreign Ordinary Shares,,
RUDQF,RBC QUANT US DIV LDRS USD,Pink Current,26.000000,173.629800,833,Units,,
SFSA,SIDNEY FED SVGS & LN ASSN,Pink Current,0.000000,,0,Common Stock,,
WLDCF,ICC INTL CANNABIS CORP,Pink Current,0.309800,113.647000,435389,Foreign Ordinary Shares,,
EWOOF,EASTWOOD BIO-MED CDA INC,Pink Current,4.083340,5.261100,0,Foreign Ordinary Shares,,
EPKKY,EPIROC AKTIEBOLAG U/ADR B,Pink Current,0.000000,,0,ADRs,,
EPOKY,EPIROC AKTIEBOLAG U/ADR,Pink Current,10.050000,280.762400,34725,ADRs,,
IZOZF,IZOTROPIC CORP,Pink Current,0.250000,258.000000,0,Common Stock,,
MCARY,MERCARI INC UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
MOTUY,MOTUS HOLDINGS LTD SP/ADR,Pink Current,5.520000,147.707700,8630,ADRs,,
OZNRF,OZNER WTR INTL HLD LTD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
RLEVF,RAMI LEVI CHN STRS HSHKMA,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
FNGGF,FLAMINGO AI LTD,Pink Current,0.000000,0.000000,0,Common Stock,,
SERKF,SERKO LTD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
LYPHF,LUYE PHARMA GROUP LTD,Pink Current,0.000000,900.000000,54,Common Stock,,
RETDF,REIT 1 LTD,Pink Current,0.000000,0.000000,0,Common Stock,,
ECOFF,ECOFIN GLBL UTILS INFRAST,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
SRYYF,SRI AYUDHYA CAP PUB WT 20,Pink Current,0.000000,0.000000,0,Warrants,,
CLLQF,CLASS LTD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
SWHZF,SINCERE WATCH HONG KONG,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
SOBKY,SOFTBANK CORP UNSP/ADR,Pink Current,11.500000,900.000000,200,ADRs,,
BIUPF,BIOM UP SA,Pink Current,4.820000,900.000000,2000,Foreign Ordinary Shares,,
RTNXF,RENALYTIX AI PLC,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
FXWZF,FOX WIZEL LTD,Pink Current,24.334300,0.000000,0,Foreign Ordinary Shares,,
HIDYF,HIDAY HIDAKA CORP OMIYA,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
DALQF,D & L INDUSTRIES INC,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
TVDPF,TV DIRECT PUB UTS N/V D/S,Pink Current,0.000000,0.000000,0,Units,,
ILIKF,ILIKA PLC,Pink Current,0.524000,78.602800,31657,Foreign Ordinary Shares,,
SDIIF,SCIENTIFIC DIGITAL IMAGNG,Pink Current,0.444300,0.000000,0,Foreign Ordinary Shares,,
RMRHF,RAND MERCHANT INVT HLDG,Pink Current,2.310000,0.000000,0,Foreign Ordinary Shares,,
LUCAF,LUCAS BOLS NV,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
LTELF,LS Telcom AG,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
DTPKF,DIRECTA PLUS PLC,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
TUERF,TRUE NORTH COMMERICAL,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
SPQDF,SPECIALTY LIQUID,Pink Current,0.252000,23.946800,2000,Foreign Ordinary Shares,,
PHCEF,PHARMACIELO LTD,Pink Current,7.140000,160.737100,52958,Foreign Ordinary Shares,,
PHDWY,PT ACE HRDWRE UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
THBRF,Thunderbird Entrtnmt Grp,Pink Current,1.241460,91.380500,0,Foreign Ordinary Shares,,
KERRF,Keras Resources PLC,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
GFIZF,GFINITY PLC,Pink Current,0.082300,0.000000,0,Foreign Ordinary Shares,,
REBOF,REBOSIS PRPTY FD LTD CL A,Pink Current,0.000000,523.255800,0,Foreign Ordinary Shares,,
PTCXF,PT WILMAR CAHAYA INDNSIA,Pink Current,0.000000,144.226200,0,Foreign Ordinary Shares,,
GIBBF,GIBB RIV DIAMONDS LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
ABAHF,ABACUS HEALTH PRODUCTS,Pink Current,12.716500,160.218100,2850,Foreign Ordinary Shares,,
AUXIF,AUXICO RES CDA,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
HYPOF,HYPOPORT AG,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
MOVYY,MOVIDA PARTICIPACOES,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
CLFNF,CLUFF NATURAL RESOURCES,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
ADDHY,ADDTECH AB UNSP/ADR,Pink Current,0.000000,,0,ADRs,,
BRTZF,BERENTZEN-GRUPPE AG,Pink Current,7.761900,797.164900,0,Foreign Ordinary Shares,,
HORYF,HORAI CO LTD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
GGLDF,GETCHELL GOLD CORPORATION,Pink Current,0.151000,844.329200,0,Foreign Ordinary Shares,,
PXMBF,PAXMAN AB,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
TKIKF,TOKYO KIKAI SEISKUSHO,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
HUKEF,HOKURIKU ELECTRICAL CONST,Pink Current,8.050000,0.000000,0,Foreign Ordinary Shares,,
SIUAF,STABILUS SA,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
DTSOF,DTS CORP,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
AOURF,AGRITRADE RESOURCES LTD,Pink Current,0.000000,,0,Foreign Ordinary Shares,,
XRTEF,XEROS TECH GRP PLC,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
KNBHF,KNORR BREMSE AG,Pink Current,98.077000,900.000000,0,Foreign Ordinary Shares,,
MILOF,MOBILICOM LTD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
CMMXF,CEMEX HLDGS PHILIPPINES,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
STXXF,STRIX GROUP PLC,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
CNVCF,CANNA-V-CELL SCIENCES,Pink Current,0.152200,611.675900,11700,Foreign Ordinary Shares,,
ACCMF,AAC MICROTEC AB,Pink Current,0.429900,900.000000,0,Foreign Ordinary Shares,,
ARRXF,ARCHER EXPLORATION LTD,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
ZBISF,ZENABIS GLOBAL INC,Pink Current,2.435540,522.059400,7060,Foreign Ordinary Shares,,
PKNOF,PROTEAK UNO SAPIB DE CV,Pink Current,0.681200,0.000000,0,Foreign Ordinary Shares,,
JYUAF,JIAYUAN INTL GRP,Pink Current,0.000000,0.000000,0,Foreign Ordinary Shares,,
